filename,avg_r,avg_g,avg_b
10.jpg,151.39671041666668,137.05107708333333,124.77337083333333
107899.jpg,146.59844462076822,150.1242243448893,156.04659016927084
107900.jpg,140.15271402994793,150.1212898763021,91.32827718098959
107901.jpg,103.79800796508789,110.49478912353516,114.42632675170898
107902.jpg,111.35595194498698,111.30607732137044,68.00680923461914
107903.jpg,107.55224108940337,72.64243371385432,39.999945667093705
107904.jpg,150.8511310734161,160.31119067048374,167.13701305650685
107905.jpg,40.84495865462662,38.70308695211039,39.845667613636365
107906.jpg,140.1364949544271,142.3258285522461,142.44963200887045
107907.jpg,86.8535753885905,99.2110226949056,84.10181935628255
107908.jpg,115.33107991536458,114.31756917317708,110.82612874348958
107909.jpg,95.20224507649739,71.8212496439616,34.762062072753906
107910.jpg,146.65042616029314,142.2215006949124,139.5967849772574
107911.jpg,144.85206293466325,146.83367839494875,134.07869692532944
107912.jpg,146.88821960763292,141.35870162414236,151.96167285323756
107913.jpg,159.61608248964075,115.67847035328292,87.52605568371139
107914.jpg,106.67043021032505,98.11716539196941,86.5298757170172
107915.jpg,107.74205780029297,106.78261311848958,90.37262725830078
107916.jpg,87.06497071742314,85.89702055499635,79.6464171737738
107917.jpg,117.43185933430989,118.80424372355144,114.64638264973958
107918.jpg,106.20744069417317,131.16570409138998,163.91680526733398
107919.jpg,110.89469567853222,107.12077490162885,95.76269245287335
107920.jpg,128.33398294518668,125.14125268804905,123.66653035779649
107921.jpg,102.32510666407394,130.12007286328696,147.28841765419108
107922.jpg,134.39823550743077,116.58292828786645,89.67273386604235
107923.jpg,120.41434027777778,110.90598958333334,90.52461226851852
107924.jpg,138.8614468044705,146.43141852484808,163.1726277669271
107925.jpg,109.51958542427008,113.87180656934306,116.39621492928832
107926.jpg,139.40144576149424,132.0109868893678,110.26707525143678
107927.jpg,113.14304224650066,114.39004898071289,109.36384963989258
107928.jpg,120.42155583699544,128.22666549682617,82.86984125773112
107929.jpg,196.05007956341578,198.23929097782903,198.2451808065274
107930.jpg,86.28798421223958,73.42560704549153,70.24830881754558
107931.jpg,133.68428351309709,96.08979099996048,91.2041918533444
107932.jpg,130.23235619974415,119.83666849415205,101.84264637015717
107933.jpg,101.28971354166667,101.63194020589192,97.69260279337566
107934.jpg,125.7205605065666,123.05189493433396,118.5362617260788
107935.jpg,57.4446422505823,80.49279254415761,101.7866893318129
107936.jpg,145.58718398590287,137.47374358295306,137.06803852265318
107937.jpg,38.39710489908854,91.485594007704,153.8755374484592
107938.jpg,90.77696627928258,89.21129209370424,85.45306065840045
107939.jpg,76.82707694683383,90.39284978953148,56.28712367313324
107940.jpg,130.99001020476445,142.5364753412741,144.00370633699143
107941.jpg,118.02478747490281,84.11652302533214,41.97608291682686
107942.jpg,128.43933823529412,88.86860606872958,78.33259772007762
107943.jpg,71.12914972899729,73.41316016582785,66.66341019809008
107944.jpg,83.40419514973958,92.9243990580241,100.4161491394043
107945.jpg,93.76597281073447,100.82130473163842,68.51958333333333
107946.jpg,141.09432792350526,103.85701384818289,85.56788357268464
107947.jpg,106.8764936509034,106.19967678373894,80.45151035905236
107948.jpg,106.58952539922907,93.91982436215125,93.12349572090676
107949.jpg,81.87572634516837,75.9471083455344,69.88795553852489
107950.jpg,145.11420694986978,137.66535568237305,137.89118830362955
107951.jpg,76.82581699685014,70.98080549568965,42.06082533778183
107952.jpg,94.0223279648609,96.71525696605052,87.62767375091508
107953.jpg,140.2176704909407,142.85163970991948,143.20138634699853
107954.jpg,135.2937451386347,140.5574470397145,128.8150522167826
107955.jpg,75.97679646809895,64.03007888793945,56.63351694742838
107956.jpg,162.5798924800274,180.9032630812397,183.1327571804922
107957.jpg,106.502800739032,93.5912549660387,91.12178008458285
107958.jpg,38.30166753133138,24.333933512369793,28.532699584960938
107959.jpg,121.85739444444444,125.00276851851852,125.24526851851851
107960.jpg,103.07581666013398,95.33333407568415,85.51330107076681
107961.jpg,120.56582434550147,119.16270280235989,107.632816821073
107962.jpg,146.1859474182129,129.40547307332358,117.58090718587239
107963.jpg,99.47502009073894,100.63828404744466,92.75927098592122
107964.jpg,73.48841985066731,61.76259104410807,71.13258870442708
107965.jpg,127.68513997395833,100.62629699707031,62.4473508199056
107966.jpg,103.63760977417883,110.32485173357664,114.39002908302919
107967.jpg,113.3752561728395,128.64810802469137,148.01442283950618
107968.jpg,117.61178896037582,103.2907590379902,87.90026296977125
107969.jpg,166.46767298380533,96.41230901082356,38.93550364176432
107970.jpg,142.3284568786621,137.37155278523764,95.12798436482747
107971.jpg,145.9476575265523,136.20183312908497,125.60146548202614
107972.jpg,141.04544662309368,124.40169312169313,93.48190891171284
107973.jpg,135.4874313843841,133.32915565779882,127.55461347485422
107974.jpg,109.89953462577161,122.74524076485339,73.1196620611497
107975.jpg,112.53193359375,105.82662760416666,101.90278564453125
107976.jpg,145.37215734752644,137.29150685658988,140.6641937901246
107977.jpg,103.07005909455128,101.67480969551282,99.53723657852564
107978.jpg,130.07317909095082,95.94979235499265,74.18698518951909
107979.jpg,108.41260904947917,112.21005940755208,117.32006510416667
107980.jpg,135.1211544323519,113.67804625406431,81.44972961072978
107981.jpg,99.17986765647878,97.10636953239386,80.71057718704246
107982.jpg,174.55626292509191,129.91319939108456,93.01139562270221
107983.jpg,122.48169124039165,125.32053984031845,128.4517709667826
107984.jpg,131.96639366764276,126.43160344985358,72.69795336520863
107985.jpg,116.85075030940594,154.06519763304456,106.1805494165488
107986.jpg,112.86764526367188,101.85498809814453,91.49026234944661
